,region,region name,year,symbol,label,unit,value,confidence
5413,FRC1,Bourgogne,1993,Q_AL,quantity applied on arable land,Gg N,91.11730996130083,Estimated
5414,FRC1,Bourgogne,1993,Q_PG,quantity applied on permanent grassland,Gg N,15.920924691171177,Estimated
5415,FRC1,Bourgogne,1993,Q_PC,quantity applied on permanent crops,Gg N,0.9056614577684536,Estimated
5416,FRC1,Bourgogne,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,112.13631655772645,filled (b)
5417,FRC1,Bourgogne,1994,Q_AL,quantity applied on arable land,Gg N,94.9788574893385,Estimated
5418,FRC1,Bourgogne,1994,Q_PG,quantity applied on permanent grassland,Gg N,16.24103822874412,Estimated
5419,FRC1,Bourgogne,1994,Q_PC,quantity applied on permanent crops,Gg N,0.9164208396438334,Estimated
5420,FRC1,Bourgogne,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,116.18785613270124,filled (b)
5421,FRC1,Bourgogne,1995,Q_AL,quantity applied on arable land,Gg N,98.57941981744413,Estimated
5422,FRC1,Bourgogne,1995,Q_PG,quantity applied on permanent grassland,Gg N,16.665280798074775,Estimated
5423,FRC1,Bourgogne,1995,Q_PC,quantity applied on permanent crops,Gg N,0.9431555171823326,Estimated
5424,FRC1,Bourgogne,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,122.61008073475966,filled (b)
5425,FRC1,Bourgogne,1996,Q_AL,quantity applied on arable land,Gg N,104.17218519400596,Estimated
5426,FRC1,Bourgogne,1996,Q_PG,quantity applied on permanent grassland,Gg N,17.460631247030157,Estimated
5427,FRC1,Bourgogne,1996,Q_PC,quantity applied on permanent crops,Gg N,0.9772642937235343,Estimated
5428,FRC1,Bourgogne,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,122.08542093368378,filled (b)
5429,FRC1,Bourgogne,1997,Q_AL,quantity applied on arable land,Gg N,103.96498232186326,Estimated
5430,FRC1,Bourgogne,1997,Q_PG,quantity applied on permanent grassland,Gg N,17.1738751367013,Estimated
5431,FRC1,Bourgogne,1997,Q_PC,quantity applied on permanent crops,Gg N,0.9465634751192202,Estimated
5432,FRC1,Bourgogne,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,120.87093065341554,filled (b)
5433,FRC1,Bourgogne,1998,Q_AL,quantity applied on arable land,Gg N,103.33432034330991,Estimated
5434,FRC1,Bourgogne,1998,Q_PG,quantity applied on permanent grassland,Gg N,16.59290558354474,Estimated
5435,FRC1,Bourgogne,1998,Q_PC,quantity applied on permanent crops,Gg N,0.943704726560893,Estimated
5436,FRC1,Bourgogne,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,124.9176122672693,filled (b)
5437,FRC1,Bourgogne,1999,Q_AL,quantity applied on arable land,Gg N,107.09073049196466,Estimated
5438,FRC1,Bourgogne,1999,Q_PG,quantity applied on permanent grassland,Gg N,16.833746063705927,Estimated
5439,FRC1,Bourgogne,1999,Q_PC,quantity applied on permanent crops,Gg N,0.9931357115987146,Estimated
5440,FRC1,Bourgogne,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,120.59222942389958,filled (a)
5441,FRC1,Bourgogne,2000,Q_AL,quantity applied on arable land,Gg N,103.43278767064571,Estimated
5442,FRC1,Bourgogne,2000,Q_PG,quantity applied on permanent grassland,Gg N,16.253817920849524,Estimated
5443,FRC1,Bourgogne,2000,Q_PC,quantity applied on permanent crops,Gg N,0.9056238324043416,Estimated
5444,FRC1,Bourgogne,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,119.8288979929454,filled (a)
5445,FRC1,Bourgogne,2001,Q_AL,quantity applied on arable land,Gg N,103.26256852286434,Estimated
5446,FRC1,Bourgogne,2001,Q_PG,quantity applied on permanent grassland,Gg N,15.651969940388108,Estimated
5447,FRC1,Bourgogne,2001,Q_PC,quantity applied on permanent crops,Gg N,0.9143595296929498,Estimated
5448,FRC1,Bourgogne,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,116.02122806624844,filled (a)
5449,FRC1,Bourgogne,2002,Q_AL,quantity applied on arable land,Gg N,100.5797413195862,Estimated
5450,FRC1,Bourgogne,2002,Q_PG,quantity applied on permanent grassland,Gg N,14.55292453433052,Estimated
5451,FRC1,Bourgogne,2002,Q_PC,quantity applied on permanent crops,Gg N,0.8885622123317146,Estimated
5452,FRC1,Bourgogne,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,111.68729521130564,filled (a)
5453,FRC1,Bourgogne,2003,Q_AL,quantity applied on arable land,Gg N,97.22775054990686,Estimated
5454,FRC1,Bourgogne,2003,Q_PG,quantity applied on permanent grassland,Gg N,13.595682360232015,Estimated
5455,FRC1,Bourgogne,2003,Q_PC,quantity applied on permanent crops,Gg N,0.8638623011667645,Estimated
5456,FRC1,Bourgogne,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,112.53364919781896,filled (a)
5457,FRC1,Bourgogne,2004,Q_AL,quantity applied on arable land,Gg N,98.60292628432407,Estimated
5458,FRC1,Bourgogne,2004,Q_PG,quantity applied on permanent grassland,Gg N,13.067195891826529,Estimated
5459,FRC1,Bourgogne,2004,Q_PC,quantity applied on permanent crops,Gg N,0.8635270216683609,Estimated
5460,FRC1,Bourgogne,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,115.18949654270952,filled (a)
5461,FRC1,Bourgogne,2005,Q_AL,quantity applied on arable land,Gg N,100.89331919032311,Estimated
5462,FRC1,Bourgogne,2005,Q_PG,quantity applied on permanent grassland,Gg N,13.405154376700592,Estimated
5463,FRC1,Bourgogne,2005,Q_PC,quantity applied on permanent crops,Gg N,0.891022975685816,Estimated
5464,FRC1,Bourgogne,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,109.53074911043896,filled (a)
5465,FRC1,Bourgogne,2006,Q_AL,quantity applied on arable land,Gg N,95.98354178582974,Estimated
5466,FRC1,Bourgogne,2006,Q_PG,quantity applied on permanent grassland,Gg N,12.714453829515618,Estimated
5467,FRC1,Bourgogne,2006,Q_PC,quantity applied on permanent crops,Gg N,0.8327534950935988,Estimated
5468,FRC1,Bourgogne,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,105.9323115692266,filled (a)
5469,FRC1,Bourgogne,2007,Q_AL,quantity applied on arable land,Gg N,94.02503432014224,Estimated
5470,FRC1,Bourgogne,2007,Q_PG,quantity applied on permanent grassland,Gg N,11.089117552559806,Estimated
5471,FRC1,Bourgogne,2007,Q_PC,quantity applied on permanent crops,Gg N,0.8181596965245495,Estimated
5472,FRC1,Bourgogne,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,112.3006128028411,filled (a)
5473,FRC1,Bourgogne,2008,Q_AL,quantity applied on arable land,Gg N,101.23024587331592,Estimated
5474,FRC1,Bourgogne,2008,Q_PG,quantity applied on permanent grassland,Gg N,10.223867986356629,Estimated
5475,FRC1,Bourgogne,2008,Q_PC,quantity applied on permanent crops,Gg N,0.8464989431685543,Estimated
5476,FRC1,Bourgogne,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,109.88761493439296,filled (a)
5477,FRC1,Bourgogne,2009,Q_AL,quantity applied on arable land,Gg N,99.3250655869709,Estimated
5478,FRC1,Bourgogne,2009,Q_PG,quantity applied on permanent grassland,Gg N,9.754399594976283,Estimated
5479,FRC1,Bourgogne,2009,Q_PC,quantity applied on permanent crops,Gg N,0.8081497524457875,Estimated
5480,FRC1,Bourgogne,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,101.5104010383812,filled (a)
5481,FRC1,Bourgogne,2010,Q_AL,quantity applied on arable land,Gg N,92.11283328235035,Estimated
5482,FRC1,Bourgogne,2010,Q_PG,quantity applied on permanent grassland,Gg N,8.672900571102288,Estimated
5483,FRC1,Bourgogne,2010,Q_PC,quantity applied on permanent crops,Gg N,0.7246671849285623,Estimated
5484,FRC1,Bourgogne,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,107.1842567297383,filled (a)
5485,FRC1,Bourgogne,2011,Q_AL,quantity applied on arable land,Gg N,97.53150172707093,Estimated
5486,FRC1,Bourgogne,2011,Q_PG,quantity applied on permanent grassland,Gg N,8.891156224828709,Estimated
5487,FRC1,Bourgogne,2011,Q_PC,quantity applied on permanent crops,Gg N,0.7615987778386593,Estimated
5488,FRC1,Bourgogne,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,105.83845576036748,filled (a)
5489,FRC1,Bourgogne,2012,Q_AL,quantity applied on arable land,Gg N,96.62524409635307,Estimated
5490,FRC1,Bourgogne,2012,Q_PG,quantity applied on permanent grassland,Gg N,8.460606435607726,Estimated
5491,FRC1,Bourgogne,2012,Q_PC,quantity applied on permanent crops,Gg N,0.7526052284066794,Estimated
5492,FRC1,Bourgogne,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,108.336,unprocessed
5493,FRC1,Bourgogne,2013,Q_AL,quantity applied on arable land,Gg N,100.01629477190669,Estimated
5494,FRC1,Bourgogne,2013,Q_PG,quantity applied on permanent grassland,Gg N,7.550165821488495,Estimated
5495,FRC1,Bourgogne,2013,Q_PC,quantity applied on permanent crops,Gg N,0.7695394066048156,Estimated
5496,FRC1,Bourgogne,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,115.609,unprocessed
5497,FRC1,Bourgogne,2014,Q_AL,quantity applied on arable land,Gg N,107.83961408313866,Estimated
5498,FRC1,Bourgogne,2014,Q_PG,quantity applied on permanent grassland,Gg N,6.941698558417954,Estimated
5499,FRC1,Bourgogne,2014,Q_PC,quantity applied on permanent crops,Gg N,0.8276873584433867,Estimated
5500,FRC1,Bourgogne,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,104.164,unprocessed
5501,FRC1,Bourgogne,2015,Q_AL,quantity applied on arable land,Gg N,97.29687362926467,Estimated
5502,FRC1,Bourgogne,2015,Q_PG,quantity applied on permanent grassland,Gg N,6.137347193853826,Estimated
5503,FRC1,Bourgogne,2015,Q_PC,quantity applied on permanent crops,Gg N,0.7297791768815072,Estimated
5504,FRC1,Bourgogne,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,100.968,unprocessed
5505,FRC1,Bourgogne,2016,Q_AL,quantity applied on arable land,Gg N,94.24187825444702,Estimated
5506,FRC1,Bourgogne,2016,Q_PG,quantity applied on permanent grassland,Gg N,6.0132320152356495,Estimated
5507,FRC1,Bourgogne,2016,Q_PC,quantity applied on permanent crops,Gg N,0.7128897303173384,Estimated
5508,FRC1,Bourgogne,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,99.106,unprocessed
5509,FRC1,Bourgogne,2017,Q_AL,quantity applied on arable land,Gg N,92.57474501822936,Estimated
5510,FRC1,Bourgogne,2017,Q_PG,quantity applied on permanent grassland,Gg N,5.836344800808881,Estimated
5511,FRC1,Bourgogne,2017,Q_PC,quantity applied on permanent crops,Gg N,0.6949101809617396,Estimated
5512,FRC1,Bourgogne,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,109.34468919950186,filled (a)
5513,FRC1,Bourgogne,2018,Q_AL,quantity applied on arable land,Gg N,101.90939868962113,Estimated
5514,FRC1,Bourgogne,2018,Q_PG,quantity applied on permanent grassland,Gg N,6.648097093601935,Estimated
5515,FRC1,Bourgogne,2018,Q_PC,quantity applied on permanent crops,Gg N,0.7871934162788015,Estimated
5516,FRC1,Bourgogne,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,103.23881502564772,filled (a)
5517,FRC1,Bourgogne,2019,Q_AL,quantity applied on arable land,Gg N,96.20095296876042,Estimated
5518,FRC1,Bourgogne,2019,Q_PG,quantity applied on permanent grassland,Gg N,6.287159520731824,Estimated
5519,FRC1,Bourgogne,2019,Q_PC,quantity applied on permanent crops,Gg N,0.7507025361554862,Estimated
5520,FRC2,Franche-Comté,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,25.72727457475002,filled (b)
5521,FRC2,Franche-Comté,1990,Q_AL,quantity applied on arable land,Gg N,21.343692411111387,Estimated
5522,FRC2,Franche-Comté,1990,Q_PG,quantity applied on permanent grassland,Gg N,4.3280951741877525,Estimated
5523,FRC2,Franche-Comté,1990,Q_PC,quantity applied on permanent crops,Gg N,0.055486989450879626,Estimated
5524,FRC2,Franche-Comté,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,26.52221845205971,filled (b)
5525,FRC2,Franche-Comté,1991,Q_AL,quantity applied on arable land,Gg N,21.79058119223664,Estimated
5526,FRC2,Franche-Comté,1991,Q_PG,quantity applied on permanent grassland,Gg N,4.673554531895644,Estimated
5527,FRC2,Franche-Comté,1991,Q_PC,quantity applied on permanent crops,Gg N,0.058082727927427844,Estimated
5528,FRC2,Franche-Comté,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,22.23778067175423,filled (b)
5529,FRC2,Franche-Comté,1992,Q_AL,quantity applied on arable land,Gg N,18.101411493286104,Estimated
5530,FRC2,Franche-Comté,1992,Q_PG,quantity applied on permanent grassland,Gg N,4.083388376678002,Estimated
5531,FRC2,Franche-Comté,1992,Q_PC,quantity applied on permanent crops,Gg N,0.05298080179012392,Estimated
5532,FRC2,Franche-Comté,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,22.939809030936814,filled (b)
5533,FRC2,Franche-Comté,1993,Q_AL,quantity applied on arable land,Gg N,18.49625689817365,Estimated
5534,FRC2,Franche-Comté,1993,Q_PG,quantity applied on permanent grassland,Gg N,4.385491876206841,Estimated
5535,FRC2,Franche-Comté,1993,Q_PC,quantity applied on permanent crops,Gg N,0.05806025655632166,Estimated
5536,FRC2,Franche-Comté,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,23.830765610311182,filled (b)
5537,FRC2,Franche-Comté,1994,Q_AL,quantity applied on arable land,Gg N,19.283709002096202,Estimated
5538,FRC2,Franche-Comté,1994,Q_PG,quantity applied on permanent grassland,Gg N,4.489736613432369,Estimated
5539,FRC2,Franche-Comté,1994,Q_PC,quantity applied on permanent crops,Gg N,0.05731999478260843,Estimated
5540,FRC2,Franche-Comté,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,24.691782744955702,filled (b)
5541,FRC2,Franche-Comté,1995,Q_AL,quantity applied on arable land,Gg N,20.0030267009249,Estimated
5542,FRC2,Franche-Comté,1995,Q_PG,quantity applied on permanent grassland,Gg N,4.630511135096099,Estimated
5543,FRC2,Franche-Comté,1995,Q_PC,quantity applied on permanent crops,Gg N,0.05824490893470511,Estimated
5544,FRC2,Franche-Comté,1996,Q,total quantity of synthetic N fertilizer applied,Gg N,26.05660846677832,filled (b)
5545,FRC2,Franche-Comté,1996,Q_AL,quantity applied on arable land,Gg N,21.099837637137064,Estimated
5546,FRC2,Franche-Comté,1996,Q_PG,quantity applied on permanent grassland,Gg N,4.895498189395957,Estimated
5547,FRC2,Franche-Comté,1996,Q_PC,quantity applied on permanent crops,Gg N,0.061272640245299596,Estimated
5548,FRC2,Franche-Comté,1997,Q,total quantity of synthetic N fertilizer applied,Gg N,25.945109845025794,filled (b)
5549,FRC2,Franche-Comté,1997,Q_AL,quantity applied on arable land,Gg N,21.041585964498406,Estimated
5550,FRC2,Franche-Comté,1997,Q_PG,quantity applied on permanent grassland,Gg N,4.843968265235729,Estimated
5551,FRC2,Franche-Comté,1997,Q_PC,quantity applied on permanent crops,Gg N,0.05955561529166039,Estimated
5552,FRC2,Franche-Comté,1998,Q,total quantity of synthetic N fertilizer applied,Gg N,25.68701118356161,filled (b)
5553,FRC2,Franche-Comté,1998,Q_AL,quantity applied on arable land,Gg N,20.963477321884756,Estimated
5554,FRC2,Franche-Comté,1998,Q_PG,quantity applied on permanent grassland,Gg N,4.663213880006092,Estimated
5555,FRC2,Franche-Comté,1998,Q_PC,quantity applied on permanent crops,Gg N,0.06031998167076054,Estimated
5556,FRC2,Franche-Comté,1999,Q,total quantity of synthetic N fertilizer applied,Gg N,26.54699592356027,filled (b)
5557,FRC2,Franche-Comté,1999,Q_AL,quantity applied on arable land,Gg N,21.74111853709787,Estimated
5558,FRC2,Franche-Comté,1999,Q_PG,quantity applied on permanent grassland,Gg N,4.7421856663569795,Estimated
5559,FRC2,Franche-Comté,1999,Q_PC,quantity applied on permanent crops,Gg N,0.06369172010542615,Estimated
5560,FRC2,Franche-Comté,2000,Q,total quantity of synthetic N fertilizer applied,Gg N,25.627782702728805,filled (a)
5561,FRC2,Franche-Comté,2000,Q_AL,quantity applied on arable land,Gg N,21.030187460267477,Estimated
5562,FRC2,Franche-Comté,2000,Q_PG,quantity applied on permanent grassland,Gg N,4.541897779882554,Estimated
5563,FRC2,Franche-Comté,2000,Q_PC,quantity applied on permanent crops,Gg N,0.055697462578773546,Estimated
5564,FRC2,Franche-Comté,2001,Q,total quantity of synthetic N fertilizer applied,Gg N,25.465562532025334,filled (a)
5565,FRC2,Franche-Comté,2001,Q_AL,quantity applied on arable land,Gg N,21.05295559697801,Estimated
5566,FRC2,Franche-Comté,2001,Q_PG,quantity applied on permanent grassland,Gg N,4.357227607700826,Estimated
5567,FRC2,Franche-Comté,2001,Q_PC,quantity applied on permanent crops,Gg N,0.05537932734650197,Estimated
5568,FRC2,Franche-Comté,2002,Q,total quantity of synthetic N fertilizer applied,Gg N,24.65637160860282,filled (a)
5569,FRC2,Franche-Comté,2002,Q_AL,quantity applied on arable land,Gg N,20.51430537826723,Estimated
5570,FRC2,Franche-Comté,2002,Q_PG,quantity applied on permanent grassland,Gg N,4.087413641374483,Estimated
5571,FRC2,Franche-Comté,2002,Q_PC,quantity applied on permanent crops,Gg N,0.05465258896110897,Estimated
5572,FRC2,Franche-Comté,2003,Q,total quantity of synthetic N fertilizer applied,Gg N,23.735341373194643,filled (a)
5573,FRC2,Franche-Comté,2003,Q_AL,quantity applied on arable land,Gg N,19.879401793657706,Estimated
5574,FRC2,Franche-Comté,2003,Q_PG,quantity applied on permanent grassland,Gg N,3.8032799537398025,Estimated
5575,FRC2,Franche-Comté,2003,Q_PC,quantity applied on permanent crops,Gg N,0.05265962579713224,Estimated
5576,FRC2,Franche-Comté,2004,Q,total quantity of synthetic N fertilizer applied,Gg N,23.915205168395808,filled (a)
5577,FRC2,Franche-Comté,2004,Q_AL,quantity applied on arable land,Gg N,20.182405401637904,Estimated
5578,FRC2,Franche-Comté,2004,Q_PG,quantity applied on permanent grassland,Gg N,3.679856981195089,Estimated
5579,FRC2,Franche-Comté,2004,Q_PC,quantity applied on permanent crops,Gg N,0.052942785562811345,Estimated
5580,FRC2,Franche-Comté,2005,Q,total quantity of synthetic N fertilizer applied,Gg N,24.47961532128569,filled (a)
5581,FRC2,Franche-Comté,2005,Q_AL,quantity applied on arable land,Gg N,20.645144689090618,Estimated
5582,FRC2,Franche-Comté,2005,Q_PG,quantity applied on permanent grassland,Gg N,3.779698779893557,Estimated
5583,FRC2,Franche-Comté,2005,Q_PC,quantity applied on permanent crops,Gg N,0.054771852301514865,Estimated
5584,FRC2,Franche-Comté,2006,Q,total quantity of synthetic N fertilizer applied,Gg N,23.27704074200592,filled (a)
5585,FRC2,Franche-Comté,2006,Q_AL,quantity applied on arable land,Gg N,19.651869260400424,Estimated
5586,FRC2,Franche-Comté,2006,Q_PG,quantity applied on permanent grassland,Gg N,3.574696993858587,Estimated
5587,FRC2,Franche-Comté,2006,Q_PC,quantity applied on permanent crops,Gg N,0.050474487746905695,Estimated
5588,FRC2,Franche-Comté,2007,Q,total quantity of synthetic N fertilizer applied,Gg N,22.51231505598046,filled (a)
5589,FRC2,Franche-Comté,2007,Q_AL,quantity applied on arable land,Gg N,19.35428418953025,Estimated
5590,FRC2,Franche-Comté,2007,Q_PG,quantity applied on permanent grassland,Gg N,3.1086586766462716,Estimated
5591,FRC2,Franche-Comté,2007,Q_PC,quantity applied on permanent crops,Gg N,0.049372189803937074,Estimated
5592,FRC2,Franche-Comté,2008,Q,total quantity of synthetic N fertilizer applied,Gg N,23.865681197234057,filled (a)
5593,FRC2,Franche-Comté,2008,Q_AL,quantity applied on arable land,Gg N,20.93271691647137,Estimated
5594,FRC2,Franche-Comté,2008,Q_PG,quantity applied on permanent grassland,Gg N,2.8819967728427547,Estimated
5595,FRC2,Franche-Comté,2008,Q_PC,quantity applied on permanent crops,Gg N,0.050967507919932875,Estimated
5596,FRC2,Franche-Comté,2009,Q,total quantity of synthetic N fertilizer applied,Gg N,23.352880452690556,filled (a)
5597,FRC2,Franche-Comté,2009,Q_AL,quantity applied on arable land,Gg N,20.54581996622326,Estimated
5598,FRC2,Franche-Comté,2009,Q_PG,quantity applied on permanent grassland,Gg N,2.7580952704932526,Estimated
5599,FRC2,Franche-Comté,2009,Q_PC,quantity applied on permanent crops,Gg N,0.048965215974043526,Estimated
5600,FRC2,Franche-Comté,2010,Q,total quantity of synthetic N fertilizer applied,Gg N,21.57258815353582,filled (a)
5601,FRC2,Franche-Comté,2010,Q_AL,quantity applied on arable land,Gg N,19.078289847709854,Estimated
5602,FRC2,Franche-Comté,2010,Q_PG,quantity applied on permanent grassland,Gg N,2.4510074361792835,Estimated
5603,FRC2,Franche-Comté,2010,Q_PC,quantity applied on permanent crops,Gg N,0.04329086964668327,Estimated
5604,FRC2,Franche-Comté,2011,Q,total quantity of synthetic N fertilizer applied,Gg N,22.778373480164195,filled (a)
5605,FRC2,Franche-Comté,2011,Q_AL,quantity applied on arable land,Gg N,20.213765561004628,Estimated
5606,FRC2,Franche-Comté,2011,Q_PG,quantity applied on permanent grassland,Gg N,2.5187258201372726,Estimated
5607,FRC2,Franche-Comté,2011,Q_PC,quantity applied on permanent crops,Gg N,0.04588209902229252,Estimated
5608,FRC2,Franche-Comté,2012,Q,total quantity of synthetic N fertilizer applied,Gg N,22.4923691914225,filled (a)
5609,FRC2,Franche-Comté,2012,Q_AL,quantity applied on arable land,Gg N,20.042741646128675,Estimated
5610,FRC2,Franche-Comté,2012,Q_PG,quantity applied on permanent grassland,Gg N,2.404075736656612,Estimated
5611,FRC2,Franche-Comté,2012,Q_PC,quantity applied on permanent crops,Gg N,0.0455518086372153,Estimated
5612,FRC2,Franche-Comté,2013,Q,total quantity of synthetic N fertilizer applied,Gg N,24.292,unprocessed
5613,FRC2,Franche-Comté,2013,Q_AL,quantity applied on arable land,Gg N,21.975365811398206,Estimated
5614,FRC2,Franche-Comté,2013,Q_PG,quantity applied on permanent grassland,Gg N,2.267965179563312,Estimated
5615,FRC2,Franche-Comté,2013,Q_PC,quantity applied on permanent crops,Gg N,0.04866900903848534,Estimated
5616,FRC2,Franche-Comté,2014,Q,total quantity of synthetic N fertilizer applied,Gg N,25.476,unprocessed
5617,FRC2,Franche-Comté,2014,Q_AL,quantity applied on arable land,Gg N,23.363009341401614,Estimated
5618,FRC2,Franche-Comté,2014,Q_PG,quantity applied on permanent grassland,Gg N,2.0611117329210864,Estimated
5619,FRC2,Franche-Comté,2014,Q_PC,quantity applied on permanent crops,Gg N,0.051878925677296205,Estimated
5620,FRC2,Franche-Comté,2015,Q,total quantity of synthetic N fertilizer applied,Gg N,18.651,unprocessed
5621,FRC2,Franche-Comté,2015,Q_AL,quantity applied on arable land,Gg N,17.103520926509734,Estimated
5622,FRC2,Franche-Comté,2015,Q_PG,quantity applied on permanent grassland,Gg N,1.5090193819190296,Estimated
5623,FRC2,Franche-Comté,2015,Q_PC,quantity applied on permanent crops,Gg N,0.03845969157123563,Estimated
5624,FRC2,Franche-Comté,2016,Q,total quantity of synthetic N fertilizer applied,Gg N,21.162,unprocessed
5625,FRC2,Franche-Comté,2016,Q_AL,quantity applied on arable land,Gg N,19.38009256099195,Estimated
5626,FRC2,Franche-Comté,2016,Q_PG,quantity applied on permanent grassland,Gg N,1.7370576062872187,Estimated
5627,FRC2,Franche-Comté,2016,Q_PC,quantity applied on permanent crops,Gg N,0.04484983272082829,Estimated
5628,FRC2,Franche-Comté,2017,Q,total quantity of synthetic N fertilizer applied,Gg N,22.561,unprocessed
5629,FRC2,Franche-Comté,2017,Q_AL,quantity applied on arable land,Gg N,20.693824624031986,Estimated
5630,FRC2,Franche-Comté,2017,Q_PG,quantity applied on permanent grassland,Gg N,1.8207959166158234,Estimated
5631,FRC2,Franche-Comté,2017,Q_PC,quantity applied on permanent crops,Gg N,0.04637945935219197,Estimated
5632,FRC2,Franche-Comté,2018,Q,total quantity of synthetic N fertilizer applied,Gg N,23.237500027069608,filled (a)
5633,FRC2,Franche-Comté,2018,Q_AL,quantity applied on arable land,Gg N,21.254573485608816,Estimated
5634,FRC2,Franche-Comté,2018,Q_PG,quantity applied on permanent grassland,Gg N,1.9328179788085595,Estimated
5635,FRC2,Franche-Comté,2018,Q_PC,quantity applied on permanent crops,Gg N,0.05010856265223353,Estimated
5636,FRC2,Franche-Comté,2019,Q,total quantity of synthetic N fertilizer applied,Gg N,21.939903844585185,filled (a)
5637,FRC2,Franche-Comté,2019,Q_AL,quantity applied on arable land,Gg N,20.069619368770773,Estimated
5638,FRC2,Franche-Comté,2019,Q_PG,quantity applied on permanent grassland,Gg N,1.8227670529441686,Estimated
5639,FRC2,Franche-Comté,2019,Q_PC,quantity applied on permanent crops,Gg N,0.04751742287024252,Estimated
5640,FRD1,Basse-Normandie,1990,Q,total quantity of synthetic N fertilizer applied,Gg N,99.39291850737094,filled (b)
5641,FRD1,Basse-Normandie,1990,Q_AL,quantity applied on arable land,Gg N,86.48806683948024,Estimated
5642,FRD1,Basse-Normandie,1990,Q_PG,quantity applied on permanent grassland,Gg N,12.814697569684332,Estimated
5643,FRD1,Basse-Normandie,1990,Q_PC,quantity applied on permanent crops,Gg N,0.0901540982063632,Estimated
5644,FRD1,Basse-Normandie,1991,Q,total quantity of synthetic N fertilizer applied,Gg N,102.46404801181218,filled (b)
5645,FRD1,Basse-Normandie,1991,Q_AL,quantity applied on arable land,Gg N,88.3493603102642,Estimated
5646,FRD1,Basse-Normandie,1991,Q_PG,quantity applied on permanent grassland,Gg N,14.014561040243704,Estimated
5647,FRD1,Basse-Normandie,1991,Q_PC,quantity applied on permanent crops,Gg N,0.10012666130427322,Estimated
5648,FRD1,Basse-Normandie,1992,Q,total quantity of synthetic N fertilizer applied,Gg N,85.91185652683667,filled (b)
5649,FRD1,Basse-Normandie,1992,Q_AL,quantity applied on arable land,Gg N,73.44906094375206,Estimated
5650,FRD1,Basse-Normandie,1992,Q_PG,quantity applied on permanent grassland,Gg N,12.373621202572599,Estimated
5651,FRD1,Basse-Normandie,1992,Q_PC,quantity applied on permanent crops,Gg N,0.08917438051201663,Estimated
5652,FRD1,Basse-Normandie,1993,Q,total quantity of synthetic N fertilizer applied,Gg N,88.62402284244712,filled (b)
5653,FRD1,Basse-Normandie,1993,Q_AL,quantity applied on arable land,Gg N,75.2626337783212,Estimated
5654,FRD1,Basse-Normandie,1993,Q_PG,quantity applied on permanent grassland,Gg N,13.26464674144721,Estimated
5655,FRD1,Basse-Normandie,1993,Q_PC,quantity applied on permanent crops,Gg N,0.09674232267870127,Estimated
5656,FRD1,Basse-Normandie,1994,Q,total quantity of synthetic N fertilizer applied,Gg N,92.06608097534684,filled (b)
5657,FRD1,Basse-Normandie,1994,Q_AL,quantity applied on arable land,Gg N,78.24162407164185,Estimated
5658,FRD1,Basse-Normandie,1994,Q_PG,quantity applied on permanent grassland,Gg N,13.721135850308132,Estimated
5659,FRD1,Basse-Normandie,1994,Q_PC,quantity applied on permanent crops,Gg N,0.10332105339684884,Estimated
5660,FRD1,Basse-Normandie,1995,Q,total quantity of synthetic N fertilizer applied,Gg N,95.39247319184553,filled (b)
5661,FRD1,Basse-Normandie,1995,Q_AL,quantity applied on arable land,Gg N,81.13026310489958,Estimated
5662,FRD1,Basse-Normandie,1995,Q_PG,quantity applied on permanent grassland,Gg N,14.138111770882984,Estimated
5663,FRD1,Basse-Normandie,1995,Q_PC,quantity applied on permanent crops,Gg N,0.1240983160629504,Estimated
