,region,region name,crop,year,symbol,label,unit,value,confidence
85107,FRL0,Provence-Alpes-Côte d’Azur,Barley,2009,A,harvested area,Mha,0.01074,unprocessed
85108,FRL0,Provence-Alpes-Côte d’Azur,Barley,2009,H,harvested quantity,Gg N,0.78408,unprocessed
85109,FRL0,Provence-Alpes-Côte d’Azur,Barley,2009,Y,yield,kg N / ha,73.00558659217877,calculated
85110,FRL0,Provence-Alpes-Côte d’Azur,Barley,2010,A,harvested area,Mha,0.00874,unprocessed
85111,FRL0,Provence-Alpes-Côte d’Azur,Barley,2010,H,harvested quantity,Gg N,0.643456,unprocessed
85112,FRL0,Provence-Alpes-Côte d’Azur,Barley,2010,Y,yield,kg N / ha,73.62196796338674,calculated
85113,FRL0,Provence-Alpes-Côte d’Azur,Barley,2011,A,harvested area,Mha,0.00985,unprocessed
85114,FRL0,Provence-Alpes-Côte d’Azur,Barley,2011,H,harvested quantity,Gg N,0.6923840000000001,unprocessed
85115,FRL0,Provence-Alpes-Côte d’Azur,Barley,2011,Y,yield,kg N / ha,70.29279187817261,calculated
85116,FRL0,Provence-Alpes-Côte d’Azur,Barley,2012,A,harvested area,Mha,0.00925,unprocessed
85117,FRL0,Provence-Alpes-Côte d’Azur,Barley,2012,H,harvested quantity,Gg N,0.6698560000000001,unprocessed
85118,FRL0,Provence-Alpes-Côte d’Azur,Barley,2012,Y,yield,kg N / ha,72.41686486486488,calculated
85119,FRL0,Provence-Alpes-Côte d’Azur,Barley,2013,A,harvested area,Mha,0.00959,unprocessed
85120,FRL0,Provence-Alpes-Côte d’Azur,Barley,2013,H,harvested quantity,Gg N,0.64856,unprocessed
85121,FRL0,Provence-Alpes-Côte d’Azur,Barley,2013,Y,yield,kg N / ha,67.62877997914495,calculated
85122,FRL0,Provence-Alpes-Côte d’Azur,Barley,2014,A,harvested area,Mha,0.0115199999999999,unprocessed
85123,FRL0,Provence-Alpes-Côte d’Azur,Barley,2014,H,harvested quantity,Gg N,0.70576,unprocessed
85124,FRL0,Provence-Alpes-Côte d’Azur,Barley,2014,Y,yield,kg N / ha,61.263888888889426,calculated
85125,FRL0,Provence-Alpes-Côte d’Azur,Barley,2015,A,harvested area,Mha,0.01088,unprocessed
85126,FRL0,Provence-Alpes-Côte d’Azur,Barley,2015,H,harvested quantity,Gg N,0.696432,unprocessed
85127,FRL0,Provence-Alpes-Côte d’Azur,Barley,2015,Y,yield,kg N / ha,64.01029411764706,calculated
85128,FRL0,Provence-Alpes-Côte d’Azur,Barley,2016,A,harvested area,Mha,0.01055,unprocessed
85129,FRL0,Provence-Alpes-Côte d’Azur,Barley,2016,H,harvested quantity,Gg N,0.778096,unprocessed
85130,FRL0,Provence-Alpes-Côte d’Azur,Barley,2016,Y,yield,kg N / ha,73.75317535545024,calculated
85131,FRL0,Provence-Alpes-Côte d’Azur,Barley,2017,A,harvested area,Mha,0.01087,unprocessed
85132,FRL0,Provence-Alpes-Côte d’Azur,Barley,2017,H,harvested quantity,Gg N,0.7376159999999999,unprocessed
85133,FRL0,Provence-Alpes-Côte d’Azur,Barley,2017,Y,yield,kg N / ha,67.85795768169272,calculated
85134,FRL0,Provence-Alpes-Côte d’Azur,Barley,2018,A,harvested area,Mha,0.0101,unprocessed
85135,FRL0,Provence-Alpes-Côte d’Azur,Barley,2018,H,harvested quantity,Gg N,0.645568,unprocessed
85136,FRL0,Provence-Alpes-Côte d’Azur,Barley,2018,Y,yield,kg N / ha,63.917623762376245,calculated
85137,FRL0,Provence-Alpes-Côte d’Azur,Barley,2019,A,harvested area,Mha,0.01175,unprocessed
85138,FRL0,Provence-Alpes-Côte d’Azur,Barley,2019,H,harvested quantity,Gg N,0.846736,unprocessed
85139,FRL0,Provence-Alpes-Côte d’Azur,Barley,2019,Y,yield,kg N / ha,72.06263829787234,calculated
85140,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1990,A,harvested area,Mha,0.001155206652596,corrected (e)
85141,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1990,H,harvested quantity,Gg N,0.1207864502081284,corrected (e)
85142,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1990,Y,yield,kg N / ha,104.5583055955357,calculated
85143,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1991,A,harvested area,Mha,0.0010866748933914,corrected (e)
85144,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1991,H,harvested quantity,Gg N,0.114192134994989,corrected (e)
85145,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1991,Y,yield,kg N / ha,105.08399125575373,calculated
85146,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1992,A,harvested area,Mha,0.0010070556387371,corrected (e)
85147,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1992,H,harvested quantity,Gg N,0.1058989012159227,corrected (e)
85148,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1992,Y,yield,kg N / ha,105.15695175365425,calculated
85149,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1993,A,harvested area,Mha,0.0009667693996146,corrected (e)
85150,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1993,H,harvested quantity,Gg N,0.102711248061975,corrected (e)
85151,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1993,Y,yield,kg N / ha,106.24172434804055,calculated
85152,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1994,A,harvested area,Mha,0.0009550798682129,corrected (e)
85153,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1994,H,harvested quantity,Gg N,0.1020949890396903,corrected (e)
85154,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1994,Y,yield,kg N / ha,106.8968077305677,calculated
85155,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1995,A,harvested area,Mha,0.0009881918455739,corrected (e)
85156,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1995,H,harvested quantity,Gg N,0.1067760505911383,corrected (e)
85157,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1995,Y,yield,kg N / ha,108.05194463948172,calculated
85158,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1996,A,harvested area,Mha,0.0009810175838123,corrected (e)
85159,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1996,H,harvested quantity,Gg N,0.1071491817545367,corrected (e)
85160,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1996,Y,yield,kg N / ha,109.22248848807358,calculated
85161,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1997,A,harvested area,Mha,0.0009326540290003,corrected (e)
85162,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1997,H,harvested quantity,Gg N,0.1019439582384877,corrected (e)
85163,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1997,Y,yield,kg N / ha,109.3052247335061,calculated
85164,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1998,A,harvested area,Mha,0.0009129373515717,corrected (e)
85165,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1998,H,harvested quantity,Gg N,0.1005869453258143,corrected (e)
85166,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1998,Y,yield,kg N / ha,110.17946100315125,calculated
85167,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1999,A,harvested area,Mha,0.0008792735079214,corrected (e)
85168,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1999,H,harvested quantity,Gg N,0.0971487117790238,corrected (e)
85169,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,1999,Y,yield,kg N / ha,110.4874773364696,calculated
85170,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2000,A,harvested area,Mha,0.0008766646854627,corrected (e)
85171,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2000,H,harvested quantity,Gg N,0.097666707793209,corrected (e)
85172,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2000,Y,yield,kg N / ha,111.40714279104435,calculated
85173,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2001,A,harvested area,Mha,0.0009183055054772,corrected (e)
85174,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2001,H,harvested quantity,Gg N,0.1030626312896981,corrected (e)
85175,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2001,Y,yield,kg N / ha,112.23131155697614,calculated
85176,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2002,A,harvested area,Mha,0.0008845914921642,corrected (e)
85177,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2002,H,harvested quantity,Gg N,0.0996675166652267,corrected (e)
85178,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2002,Y,yield,kg N / ha,112.67067064073252,calculated
85179,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2003,A,harvested area,Mha,0.0009803653781977,corrected (e)
85180,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2003,H,harvested quantity,Gg N,0.1114385500698947,corrected (e)
85181,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2003,Y,yield,kg N / ha,113.67042589239831,calculated
85182,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2004,A,harvested area,Mha,0.0008623161619396,corrected (e)
85183,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2004,H,harvested quantity,Gg N,0.0988290194427153,corrected (e)
85184,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2004,Y,yield,kg N / ha,114.60879872693106,calculated
85185,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2005,A,harvested area,Mha,0.000855593427142,corrected (e)
85186,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2005,H,harvested quantity,Gg N,0.0983683773053956,corrected (e)
85187,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2005,Y,yield,kg N / ha,114.97093617699068,calculated
85188,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2006,A,harvested area,Mha,0.0009506649378981,corrected (e)
85189,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2006,H,harvested quantity,Gg N,0.1057400869440679,corrected (e)
85190,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2006,Y,yield,kg N / ha,111.22750269706695,calculated
85191,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2007,A,harvested area,Mha,0.0008505764608752,corrected (e)
85192,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2007,H,harvested quantity,Gg N,0.0972858639748398,corrected (e)
85193,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2007,Y,yield,kg N / ha,114.37638877842633,calculated
85194,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2008,A,harvested area,Mha,0.0008386862508229,corrected (e)
85195,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2008,H,harvested quantity,Gg N,0.098981095037617,corrected (e)
85196,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2008,Y,yield,kg N / ha,118.01921748508335,calculated
85197,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2009,A,harvested area,Mha,0.0008518808721046,corrected (e)
85198,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2009,H,harvested quantity,Gg N,0.1012745286701795,corrected (e)
85199,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2009,Y,yield,kg N / ha,118.88344014577697,calculated
85200,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2010,A,harvested area,Mha,0.0009518991115998,corrected (e)
85201,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2010,H,harvested quantity,Gg N,0.108749454084159,corrected (e)
85202,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2010,Y,yield,kg N / ha,114.24472694526447,calculated
85203,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2011,A,harvested area,Mha,0.0007215300545603,corrected (e)
85204,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2011,H,harvested quantity,Gg N,0.0916828465267106,corrected (e)
85205,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2011,Y,yield,kg N / ha,127.06725928773969,calculated
85206,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2012,A,harvested area,Mha,0.0007026813122959,corrected (e)
85207,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2012,H,harvested quantity,Gg N,0.0899419748625378,corrected (e)
85208,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2012,Y,yield,kg N / ha,127.99824513429371,calculated
85209,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2013,A,harvested area,Mha,0.0008663698706832,corrected (e)
85210,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2013,H,harvested quantity,Gg N,0.1057232095815258,corrected (e)
85211,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2013,Y,yield,kg N / ha,122.03010880116922,calculated
85212,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2014,A,harvested area,Mha,0.0008248544748253,corrected (e)
85213,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2014,H,harvested quantity,Gg N,0.1010736373359532,corrected (e)
85214,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2014,Y,yield,kg N / ha,122.53511427862483,calculated
85215,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2015,A,harvested area,Mha,0.0008627727058698,corrected (e)
85216,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2015,H,harvested quantity,Gg N,0.1061725289783612,corrected (e)
85217,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2015,Y,yield,kg N / ha,123.05967522619285,calculated
85218,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2016,A,harvested area,Mha,0.0008489108280746,corrected (e)
85219,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2016,H,harvested quantity,Gg N,0.1045508993375208,corrected (e)
85220,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2016,Y,yield,kg N / ha,123.1588712028222,calculated
85221,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2017,A,harvested area,Mha,0.0008491867612193,corrected (e)
85222,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2017,H,harvested quantity,Gg N,0.1044212736949213,corrected (e)
85223,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2017,Y,yield,kg N / ha,122.9662053904239,calculated
85224,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2018,A,harvested area,Mha,0.000861252565091,corrected (e)
85225,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2018,H,harvested quantity,Gg N,0.1061594978260711,corrected (e)
85226,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2018,Y,yield,kg N / ha,123.2617493741273,calculated
85227,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2019,A,harvested area,Mha,0.0008798454420758,corrected (e)
85228,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2019,H,harvested quantity,Gg N,0.1087876433048617,corrected (e)
85229,FRL0,Provence-Alpes-Côte d’Azur,Fodder crops,2019,Y,yield,kg N / ha,123.64403803490917,calculated
85230,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1990,A,harvested area,Mha,0.0411346145578342,corrected (e)
85231,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1990,H,harvested quantity,Gg N,8.042394468467961,corrected (e)
85232,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1990,Y,yield,kg N / ha,195.5140349537143,calculated
85233,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1991,A,harvested area,Mha,0.0405263118718573,corrected (e)
85234,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1991,H,harvested quantity,Gg N,7.967798044093903,corrected (e)
85235,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1991,Y,yield,kg N / ha,196.60802269122803,calculated
85236,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1992,A,harvested area,Mha,0.0388200970209462,corrected (e)
85237,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1992,H,harvested quantity,Gg N,7.694860137110728,corrected (e)
85238,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1992,Y,yield,kg N / ha,198.21846743347407,calculated
85239,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1993,A,harvested area,Mha,0.0383675791691828,corrected (e)
85240,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1993,H,harvested quantity,Gg N,7.643348909050085,corrected (e)
85241,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1993,Y,yield,kg N / ha,199.21373916625146,calculated
85242,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1994,A,harvested area,Mha,0.0362088464665084,corrected (e)
85243,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1994,H,harvested quantity,Gg N,7.252329242285213,corrected (e)
85244,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1994,Y,yield,kg N / ha,200.29164002761868,calculated
85245,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1995,A,harvested area,Mha,0.0341613886454151,corrected (e)
85246,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1995,H,harvested quantity,Gg N,6.881911110472641,corrected (e)
85247,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1995,Y,yield,kg N / ha,201.45290877677138,calculated
85248,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1996,A,harvested area,Mha,0.0322103690550255,corrected (e)
85249,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1996,H,harvested quantity,Gg N,6.521531758103921,corrected (e)
85250,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1996,Y,yield,kg N / ha,202.4668437347949,calculated
85251,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1997,A,harvested area,Mha,0.0308899071269291,corrected (e)
85252,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1997,H,harvested quantity,Gg N,6.293078269146983,corrected (e)
85253,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1997,Y,yield,kg N / ha,203.72603398541216,calculated
85254,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1998,A,harvested area,Mha,0.0298735965418212,corrected (e)
85255,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1998,H,harvested quantity,Gg N,6.125037253972548,corrected (e)
85256,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1998,Y,yield,kg N / ha,205.03179941517493,calculated
85257,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1999,A,harvested area,Mha,0.0288276126549583,corrected (e)
85258,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1999,H,harvested quantity,Gg N,5.942723477365502,corrected (e)
85259,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,1999,Y,yield,kg N / ha,206.14691714138056,calculated
85260,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2000,A,harvested area,Mha,0.0292727121812829,corrected (e)
85261,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2000,H,harvested quantity,Gg N,6.063419439898672,corrected (e)
85262,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2000,Y,yield,kg N / ha,207.13555349256802,calculated
85263,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2001,A,harvested area,Mha,0.0288201943295196,corrected (e)
85264,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2001,H,harvested quantity,Gg N,6.001100802468529,corrected (e)
85265,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2001,Y,yield,kg N / ha,208.225549552308,calculated
85266,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2002,A,harvested area,Mha,0.0286198995426735,corrected (e)
85267,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2002,H,harvested quantity,Gg N,5.991058864948384,corrected (e)
85268,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2002,Y,yield,kg N / ha,209.33193200120976,calculated
85269,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2003,A,harvested area,Mha,0.0281748000163488,corrected (e)
85270,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2003,H,harvested quantity,Gg N,5.922444820384502,corrected (e)
85271,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2003,Y,yield,kg N / ha,210.20361517909356,calculated
85272,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2004,A,harvested area,Mha,0.0282118916435426,corrected (e)
85273,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2004,H,harvested quantity,Gg N,5.962980757466232,corrected (e)
85274,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2004,Y,yield,kg N / ha,211.36408833581686,calculated
85275,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2005,A,harvested area,Mha,0.0277890470935342,corrected (e)
85276,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2005,H,harvested quantity,Gg N,5.906657647213132,corrected (e)
85277,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2005,Y,yield,kg N / ha,212.55344335241566,calculated
85278,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2006,A,harvested area,Mha,0.0275961706321268,corrected (e)
85279,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2006,H,harvested quantity,Gg N,5.895254961769577,corrected (e)
85280,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2006,Y,yield,kg N / ha,213.62583382878722,calculated
85281,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2007,A,harvested area,Mha,0.0259057197227731,corrected (e)
85282,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2007,H,harvested quantity,Gg N,5.562954575549297,corrected (e)
85283,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2007,Y,yield,kg N / ha,214.7384683799785,calculated
85284,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2008,A,harvested area,Mha,0.0242152688134194,corrected (e)
85285,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2008,H,harvested quantity,Gg N,5.226892481151337,corrected (e)
85286,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2008,Y,yield,kg N / ha,215.8511029311698,calculated
85287,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2009,A,harvested area,Mha,0.0225248179040656,corrected (e)
85288,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2009,H,harvested quantity,Gg N,4.887068678575696,corrected (e)
85289,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2009,Y,yield,kg N / ha,216.963737482362,calculated
85290,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2010,A,harvested area,Mha,0.0208343669947119,corrected (e)
85291,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2010,H,harvested quantity,Gg N,4.543483167822374,corrected (e)
85292,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2010,Y,yield,kg N / ha,218.0763720335532,calculated
85293,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2011,A,harvested area,Mha,0.0191734039289771,corrected (e)
85294,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2011,H,harvested quantity,Gg N,4.202599360040546,corrected (e)
85295,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2011,Y,yield,kg N / ha,219.18900658474547,calculated
85296,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2012,A,harvested area,Mha,0.0179419619061457,corrected (e)
85297,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2012,H,harvested quantity,Gg N,3.9526436531223506,corrected (e)
85298,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2012,Y,yield,kg N / ha,220.30164113593636,calculated
85299,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2013,A,harvested area,Mha,0.0167639318264732,corrected (e)
85300,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2013,H,harvested quantity,Gg N,3.7117738230269537,corrected (e)
85301,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2013,Y,yield,kg N / ha,221.41427568712783,calculated
85302,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2014,A,harvested area,Mha,0.0168425660761238,corrected (e)
85303,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2014,H,harvested quantity,Gg N,3.747924189404583,corrected (e)
85304,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2014,Y,yield,kg N / ha,222.52691023832048,calculated
85305,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2015,A,harvested area,Mha,0.0169293604837571,corrected (e)
85306,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2015,H,harvested quantity,Gg N,3.7860744721649935,corrected (e)
85307,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2015,Y,yield,kg N / ha,223.63954478951217,calculated
85308,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2016,A,harvested area,Mha,0.0231859761587937,corrected (e)
85309,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2016,H,harvested quantity,Gg N,5.211098671830454,corrected (e)
85310,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2016,Y,yield,kg N / ha,224.7521793407025,calculated
85311,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2017,A,harvested area,Mha,0.027743053475814,corrected (e)
85312,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2017,H,harvested quantity,Gg N,6.266179610107597,corrected (e)
85313,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2017,Y,yield,kg N / ha,225.86481389189416,calculated
85314,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2018,A,harvested area,Mha,0.0315545890862405,corrected (e)
85315,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2018,H,harvested quantity,Gg N,7.162180117464924,corrected (e)
85316,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2018,Y,yield,kg N / ha,226.97744844308622,calculated
85317,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2019,A,harvested area,Mha,0.0353498043807018,corrected (e)
85318,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2019,H,harvested quantity,Gg N,8.06293981502576,corrected (e)
85319,FRL0,Provence-Alpes-Côte d’Azur,Forage legumes,2019,Y,yield,kg N / ha,228.09008299427785,calculated
85320,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1990,A,harvested area,Mha,0.0053360739190356,filled (b)
85321,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1990,H,harvested quantity,Gg N,0.7437482114051116,filled (b)
85322,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1990,Y,yield,kg N / ha,139.3811672570553,calculated
85323,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1991,A,harvested area,Mha,0.0053901101106208,filled (b)
85324,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1991,H,harvested quantity,Gg N,0.7438999967543779,filled (b)
85325,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1991,Y,yield,kg N / ha,138.01202229404922,calculated
85326,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1992,A,harvested area,Mha,0.0053495829669319,filled (b)
85327,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1992,H,harvested quantity,Gg N,0.7847302557070259,filled (b)
85328,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1992,Y,yield,kg N / ha,146.68998696866373,calculated
85329,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1993,A,harvested area,Mha,0.0049578205779394,filled (b)
85330,FRL0,Provence-Alpes-Côte d’Azur,Grain maize,1993,H,harvested quantity,Gg N,0.7279625350814113,filled (b)
